AGB (kg),NDVI,SAVI,EVI,GNDVI,WDVI,SR,NDWI,NDI45,MTCI,RENDVI
1466.680577680893293,0.31523,0.47276,0.53259,0.31523,1325.50000,1.92069,-0.16748,0.09373,2.07772,0.22824
1466.680577680893293,0.34677,0.52007,0.59476,0.33600,1391.50000,2.06173,-0.14419,0.11122,1.93722,0.24500
4508.982232189006027,0.37145,0.55707,0.64472,0.32596,1433.00000,2.18192,-0.09867,0.14070,1.89247,0.24348
4508.982232189006027,0.40741,0.61101,0.71972,0.35941,1605.00000,2.37500,-0.06893,0.17094,1.48159,0.25416
1466.680577680893293,0.37262,0.55883,0.64712,0.34405,1419.50000,2.18787,-0.12360,0.13075,1.94466,0.25426
1466.680577680893293,0.38964,0.58435,0.68233,0.36398,1528.00000,2.27674,-0.08994,0.12379,2.09465,0.27932
1466.680577680893293,0.44239,0.66347,0.79528,0.39502,1696.50000,2.58672,-0.04344,0.15047,1.84028,0.31273
4508.982232189006027,0.42239,0.63348,0.75176,0.36024,1625.00000,2.46256,-0.05030,0.15854,1.90385,0.28279
4508.982232189006027,0.42274,0.63400,0.75251,0.36600,1611.00000,2.46463,-0.06500,0.17877,1.56303,0.26391
4843.723143402950882,0.34554,0.51821,0.59228,0.31941,1363.00000,2.05594,-0.10643,0.13224,1.89513,0.22351
4843.723143402950882,0.37156,0.55723,0.64494,0.32933,1364.50000,2.18249,-0.11831,0.15256,1.74315,0.23216
4843.723143402950882,0.42730,0.64084,0.76237,0.38191,1667.50000,2.49223,-0.03782,0.15582,1.74110,0.29084
1650.814544119288939,0.34976,0.52454,0.60074,0.32205,1393.00000,2.07579,-0.14232,0.12084,1.86420,0.23903
4843.723143402950882,0.34159,0.51229,0.58441,0.31785,1348.50000,2.03763,-0.11905,0.13468,1.85348,0.21689
4843.723143402950882,0.40426,0.60627,0.71302,0.34302,1456.00000,2.35714,-0.10897,0.17212,1.64724,0.24949
4843.723143402950882,0.38868,0.58291,0.68033,0.35525,1559.00000,2.27159,-0.06304,0.13386,1.86029,0.26880
1650.814544119288939,0.39837,0.59745,0.70062,0.36311,1485.00000,2.32432,-0.08555,0.14361,2.12454,0.27022
1650.814544119288939,0.38786,0.58168,0.67862,0.34769,1488.00000,2.26722,-0.09676,0.13774,2.07063,0.26424
1650.814544119288939,0.38429,0.57633,0.67120,0.35349,1514.00000,2.24827,-0.11339,0.14764,1.68000,0.25088
1650.814544119288939,0.44215,0.66311,0.79475,0.39182,1689.00000,2.58519,-0.03746,0.15669,2.01661,0.30671
6521.400296648420408,0.43353,0.65016,0.77586,0.37067,1492.50000,2.53061,-0.09643,0.18379,1.53776,0.27136
6521.400296648420408,0.43480,0.65207,0.77864,0.36721,1480.00000,2.53857,-0.08853,0.19064,1.55556,0.26623
6521.400296648420408,0.42039,0.63046,0.74743,0.35910,1441.50000,2.45061,-0.09132,0.17889,1.69255,0.26114
6521.400296648420408,0.37409,0.56103,0.65013,0.31841,1319.00000,2.19537,-0.15841,0.15983,1.47635,0.22789
6521.400296648420408,0.39575,0.59352,0.69511,0.34527,1442.50000,2.30991,-0.10129,0.14668,1.69343,0.26442
6521.400296648420408,0.40364,0.60535,0.71172,0.34594,1457.00000,2.35369,-0.08755,0.14751,1.81618,0.27235
3018.457760035420506,0.37228,0.55831,0.64641,0.32767,1386.00000,2.18613,-0.11084,0.14420,1.67870,0.24102
3018.457760035420506,0.34049,0.51064,0.58222,0.31281,1318.00000,2.03256,-0.12183,0.12779,1.78968,0.22238
